,sentence,text,_sentence_text,aspect_cat
532,GB-111_sample_English_20.txt_1373-1544,utas,"Some of these are : the horned lizard , the western spotted or earless lizard , the collared lizard , the striped race-runner , utas , rock swifts , and sagebrush swifts .",FAUNA
533,GB-111_sample_English_20.txt_1373-1544,rock swifts,"Some of these are : the horned lizard , the western spotted or earless lizard , the collared lizard , the striped race-runner , utas , rock swifts , and sagebrush swifts .",FAUNA
534,GB-111_sample_English_20.txt_1373-1544,sagebrush swifts,"Some of these are : the horned lizard , the western spotted or earless lizard , the collared lizard , the striped race-runner , utas , rock swifts , and sagebrush swifts .",FAUNA
535,GB-111_sample_English_20.txt_1545-1701,vegetation,"Although Mesa Verde receives considerably more rainfall than true desert areas , vegetation is fairly sparse at the best and is generally of the arid type .",FLORA
536,GB-111_sample_English_20.txt_1702-1800,Cacti,Cacti of a number of varieties flourish but are conspicuous only in May and June when they bloom .,FLORA
537,GB-111_sample_English_20.txt_1801-1902,Piñon pine,"Piñon pine , juniper , Douglas fir , and western yellow pine represent most of the large evergreens .",FLORA
538,GB-111_sample_English_20.txt_1801-1902,juniper,"Piñon pine , juniper , Douglas fir , and western yellow pine represent most of the large evergreens .",FLORA
539,GB-111_sample_English_20.txt_1801-1902,Douglas fir,"Piñon pine , juniper , Douglas fir , and western yellow pine represent most of the large evergreens .",FLORA
540,GB-111_sample_English_20.txt_1801-1902,western yellow pine,"Piñon pine , juniper , Douglas fir , and western yellow pine represent most of the large evergreens .",FLORA
541,GB-111_sample_English_20.txt_1801-1902,evergreens,"Piñon pine , juniper , Douglas fir , and western yellow pine represent most of the large evergreens .",FLORA
542,GB-111_sample_English_20.txt_1903-2010,Oregon grape,"Oregon grape , yucca , and mistletoe ( on the junipers ) are some of the other plants found over the area .",FLORA
543,GB-111_sample_English_20.txt_1903-2010,yucca,"Oregon grape , yucca , and mistletoe ( on the junipers ) are some of the other plants found over the area .",FLORA
544,GB-111_sample_English_20.txt_1903-2010,mistletoe,"Oregon grape , yucca , and mistletoe ( on the junipers ) are some of the other plants found over the area .",FLORA
545,GB-111_sample_English_20.txt_1903-2010,junipers,"Oregon grape , yucca , and mistletoe ( on the junipers ) are some of the other plants found over the area .",FLORA
546,GB-111_sample_English_20.txt_1903-2010,plants,"Oregon grape , yucca , and mistletoe ( on the junipers ) are some of the other plants found over the area .",FLORA
547,GB-111_sample_English_20.txt_2011-2412,vegetation,"Nearer the springs and water courses vegetation is much more luxurious , but unfortunately these spots are far below the level of the mesa and are mostly on privately owned land . [ Illustration : A yucca plant in fruit ( Yucca baccata ) . ] HOW TO REACH THE PARK BY AUTOMOBILE Mesa Verde National Park may be reached by automobile from Denver , Colorado Springs , Pueblo , and other Colorado points .",FLORA
548,GB-111_sample_English_20.txt_2011-2412,yucca plant,"Nearer the springs and water courses vegetation is much more luxurious , but unfortunately these spots are far below the level of the mesa and are mostly on privately owned land . [ Illustration : A yucca plant in fruit ( Yucca baccata ) . ] HOW TO REACH THE PARK BY AUTOMOBILE Mesa Verde National Park may be reached by automobile from Denver , Colorado Springs , Pueblo , and other Colorado points .",FLORA
549,GB-111_sample_English_20.txt_2011-2412,fruit,"Nearer the springs and water courses vegetation is much more luxurious , but unfortunately these spots are far below the level of the mesa and are mostly on privately owned land . [ Illustration : A yucca plant in fruit ( Yucca baccata ) . ] HOW TO REACH THE PARK BY AUTOMOBILE Mesa Verde National Park may be reached by automobile from Denver , Colorado Springs , Pueblo , and other Colorado points .",FLORA
550,GB-111_sample_English_20.txt_2011-2412,Yucca baccata,"Nearer the springs and water courses vegetation is much more luxurious , but unfortunately these spots are far below the level of the mesa and are mostly on privately owned land . [ Illustration : A yucca plant in fruit ( Yucca baccata ) . ] HOW TO REACH THE PARK BY AUTOMOBILE Mesa Verde National Park may be reached by automobile from Denver , Colorado Springs , Pueblo , and other Colorado points .",FLORA
551,GB-111_sample_English_20.txt_11455-11645,piñons,FREE PUBLIC CAMP GROUNDS The new public camp grounds are located in the piñons and junipers on the rim of Spruce Canyon only a few hundred feet from Spruce Tree Lodge and park headquarters .,FLORA
552,GB-111_sample_English_20.txt_11455-11645,junipers,FREE PUBLIC CAMP GROUNDS The new public camp grounds are located in the piñons and junipers on the rim of Spruce Canyon only a few hundred feet from Spruce Tree Lodge and park headquarters .,FLORA
553,GB-111_sample_English_20.txt_11646-11760,shrubbery,"Individual party campsites have been cleared , and a protecting screen of shrubbery contributes to their privacy .",FLORA
554,GB-111_sample_English_20.txt_11860-11950,wood,"Good water has been piped to convenient places , and cut wood is provided without charge .",FLORA
555,GB-111_sample_English_20.txt_12129-12182,shrubbery,"Do not drive cars on , or walk , over the shrubbery .",FLORA
556,GB-111_sample_English_20.txt_13590-13920,piñons,"ACCOMMODATIONS AND EXPENSES At Spruce Tree Lodge , situated among the piñons and junipers overlooking Spruce , Spruce Tree , and Navajo Canyons , cottages and comfortable floored tents may be rented at prices ranging from $ 0.75 to $ 2 per day a person for accommodations only , and from $ 4.50 to $ 5.75 per day including meals .",FLORA
557,GB-111_sample_English_20.txt_13590-13920,junipers,"ACCOMMODATIONS AND EXPENSES At Spruce Tree Lodge , situated among the piñons and junipers overlooking Spruce , Spruce Tree , and Navajo Canyons , cottages and comfortable floored tents may be rented at prices ranging from $ 0.75 to $ 2 per day a person for accommodations only , and from $ 4.50 to $ 5.75 per day including meals .",FLORA
558,GB-111_sample_English_20.txt_14797-14934,horses,"PACK AND SADDLE ACCOMMODATIONS Saddle horses , especially trained for mountain work , may be rented from the Mesa Verde Pack & Saddle Co.",FAUNA
559,GB-111_sample_English_20.txt_15265-15370,horse,"All prices include guide service , and a slicker , canteen , and lunch bag are provided with each horse .",FAUNA
560,GB-111_sample_English_20.txt_15658-15815,horse,"This includes a guide-cook and furnishes each person with one saddle horse , one pack horse , bed , tent , canteen , slicker , and subsistence for the trip .",FAUNA
561,GB-111_sample_English_20.txt_15658-15815,horse,"This includes a guide-cook and furnishes each person with one saddle horse , one pack horse , bed , tent , canteen , slicker , and subsistence for the trip .",FAUNA
562,GB-111_sample_English_20.txt_16047-16183,Tree Rings,"The Secret of the Southwest Solved by the Talkative Tree Rings , in National Geographic Magazine , December 1929 . [ 4 ] Faris , John T.",FLORA
563,GB-58_sample_English_19.txt_1686-2072,potatoes,"He need not , however , discredit such stories as that a four-mule team once hauled to Fort Benton , for transportation down the Missouri river , two and one-half tons of gold , valued at $ 1,500,000 ; nor yet , that in the early days potatoes were worth fifty cents per pound , and flour one dollar , or that oranges were sold at a dollar each , and small pineapples at seven dollars .",FLORA
564,GB-58_sample_English_19.txt_1686-2072,oranges,"He need not , however , discredit such stories as that a four-mule team once hauled to Fort Benton , for transportation down the Missouri river , two and one-half tons of gold , valued at $ 1,500,000 ; nor yet , that in the early days potatoes were worth fifty cents per pound , and flour one dollar , or that oranges were sold at a dollar each , and small pineapples at seven dollars .",FLORA
565,GB-58_sample_English_19.txt_1686-2072,pineapples,"He need not , however , discredit such stories as that a four-mule team once hauled to Fort Benton , for transportation down the Missouri river , two and one-half tons of gold , valued at $ 1,500,000 ; nor yet , that in the early days potatoes were worth fifty cents per pound , and flour one dollar , or that oranges were sold at a dollar each , and small pineapples at seven dollars .",FLORA
566,GB-58_sample_English_19.txt_5043-5196,pines,"But at that point the scenery becomes exceedingly picturesque , the rocks towering above the pines and spruce like the ruins of some ancient stronghold .",FLORA
567,GB-58_sample_English_19.txt_5043-5196,spruce,"But at that point the scenery becomes exceedingly picturesque , the rocks towering above the pines and spruce like the ruins of some ancient stronghold .",FLORA
568,GB-58_sample_English_19.txt_11389-12221,trout,"Briefly , it may be said to be a typical Western town , as seen in flush times ; nothing too big for it , nothing too good ; its quivering energy finding expression , now in the erection of a $ 150,000 court house , and now in that of the finest opera house on the Pacific slope , outside of San Francisco ; its business enterprise filling magnificent stores with costly goods , suited to the tastes , pocket-books and spending proclivities of a community that on last Christmas eve spent $ 6,000 in presents in a single one of its stores . [ Illustration : FALLS OF THE GIBBON RIVER , YELLOWSTONE NATIONAL PARK . ] There are several good trout streams in the vicinity of Butte , and it is pleasant to know that , in a city whose amusements are mainly of a very different character , there are those who know how to handle the rod .",FAUNA
569,GB-58_sample_English_19.txt_13200-13296,wheat,"Here are raised fine crops of wheat and oats , as well as vegetables , apples and strawberries .",FLORA
570,GB-58_sample_English_19.txt_13200-13296,oats,"Here are raised fine crops of wheat and oats , as well as vegetables , apples and strawberries .",FLORA
571,GB-58_sample_English_19.txt_13200-13296,vegetables,"Here are raised fine crops of wheat and oats , as well as vegetables , apples and strawberries .",FLORA
572,GB-58_sample_English_19.txt_13200-13296,apples,"Here are raised fine crops of wheat and oats , as well as vegetables , apples and strawberries .",FLORA
573,GB-58_sample_English_19.txt_13200-13296,strawberries,"Here are raised fine crops of wheat and oats , as well as vegetables , apples and strawberries .",FLORA
574,GB-58_sample_English_19.txt_13368-13498,deer,"At any point along the line , for a distance of nearly three hundred miles , he will find deer , elk and bear in great abundance .",FAUNA
575,GB-58_sample_English_19.txt_13368-13498,elk,"At any point along the line , for a distance of nearly three hundred miles , he will find deer , elk and bear in great abundance .",FAUNA
576,GB-58_sample_English_19.txt_13368-13498,bear,"At any point along the line , for a distance of nearly three hundred miles , he will find deer , elk and bear in great abundance .",FAUNA
577,GB-58_sample_English_19.txt_13596-13719,bear,"Even in the vicinity of Missoula there is excellent sport , one local trapper obtaining $ 160 bounty for bear last season .",FAUNA
578,GB-58_sample_English_19.txt_13720-13829,Ducks,"Ducks and prairie chickens are also plentiful , and various species of trout abound in the mountain streams .",FAUNA
579,GB-58_sample_English_19.txt_13720-13829,prairie chickens,"Ducks and prairie chickens are also plentiful , and various species of trout abound in the mountain streams .",FAUNA
580,GB-58_sample_English_19.txt_13720-13829,trout,"Ducks and prairie chickens are also plentiful , and various species of trout abound in the mountain streams .",FAUNA
581,GB-58_sample_English_19.txt_15482-15567,horses,"Saddle horses are obtainable at the mission , and there is a good trail all the way .",FAUNA
582,GB-58_sample_English_19.txt_18710-19113,pines,"The first , one mile east of Cabinet , where the river , which has been flowing for some distance considerably below the level of the railroad , enters a magnificent rocky gorge ; and the other , about the same distance east of Clark 's Fork , where it flows , without a ripple , through a forest of stately pines , whose forms are , with singular fidelity , reflected in its clear and tranquil waters .",FLORA
