source_file,text,_sentence_text,annotation
IT_2_sample.txt,very extraordinary,A very extraordinary tomb arrests the attention near the ruins of this villa .,5
IT_2_sample.txt,inverted,"It looks like an inverted pyramid , or a huge architectural mushroom .",3
IT_2_sample.txt,huge,"It looks like an inverted pyramid , or a huge architectural mushroom .",4
IT_2_sample.txt,singular,Next to this singular monument are the remains of a tomb which must be exceedingly interesting to every classical scholar .,4
IT_2_sample.txt,exceedingly interesting,Next to this singular monument are the remains of a tomb which must be exceedingly interesting to every classical scholar .,5
IT_2_sample.txt,adopted,"The inscription indicates that it is the tomb of Quintus Cæcilius , whose nephew and adopted son , Titus Pomponius Atticus , as Cornelius Nepos tells us , was buried in it .",4
IT_2_sample.txt,celebrated,This celebrated Roman knight was descended in a direct line from Numa Pompilius .,4
IT_2_sample.txt,fellow-student,"At the Greek capital , the then university of the world , he secured the devoted friendship of his fellow-student Cicero , whose brother was afterwards married to his sister ; and to this intimacy we owe the largest portion of Cicero 's unrivalled letters , in which he describes his inmost feelings , as well as the events going on around him .",4
IT_2_sample.txt,family,"The uncle of Atticus , the brother of his mother , whose family tomb we are now examining , left him at his death an enormous fortune , which he had amassed by usury .",4
IT_2_sample.txt,numerous,"Atticus added greatly to it by acting as a kind of publisher to the authors of the day - that is , by employing his numerous slaves in copying and multiplying their manuscripts .",2
IT_2_sample.txt,brave,"In all likelihood Terentia herself , Cicero 's brave and devoted but ill-used wife , was interred here with her own friends , for her husband had divorced her in order to marry a beautiful and rich young heiress , whose guardian he had been .",4
IT_2_sample.txt,devoted,"In all likelihood Terentia herself , Cicero 's brave and devoted but ill-used wife , was interred here with her own friends , for her husband had divorced her in order to marry a beautiful and rich young heiress , whose guardian he had been .",4
IT_2_sample.txt,ill-used,"In all likelihood Terentia herself , Cicero 's brave and devoted but ill-used wife , was interred here with her own friends , for her husband had divorced her in order to marry a beautiful and rich young heiress , whose guardian he had been .",1
IT_2_sample.txt,beautiful,"In all likelihood Terentia herself , Cicero 's brave and devoted but ill-used wife , was interred here with her own friends , for her husband had divorced her in order to marry a beautiful and rich young heiress , whose guardian he had been .",4
IT_2_sample.txt,rich,"In all likelihood Terentia herself , Cicero 's brave and devoted but ill-used wife , was interred here with her own friends , for her husband had divorced her in order to marry a beautiful and rich young heiress , whose guardian he had been .",4
IT_2_sample.txt,young,"In all likelihood Terentia herself , Cicero 's brave and devoted but ill-used wife , was interred here with her own friends , for her husband had divorced her in order to marry a beautiful and rich young heiress , whose guardian he had been .",4
IT_2_sample.txt,most extraordinary,"Passing on the same side of the road two or three tombs of obscure persons whose names alone are known , we come at the sixth milestone to one of the most extraordinary sepulchral monuments of the Appian Way , called the Casale Rotondo .",5
IT_2_sample.txt,of far larger dimensions,"It is circular , like the tomb of Cæcilia Metella ; but it is of far larger dimensions , being nearly three hundred and fifty feet in diameter .",4
IT_2_sample.txt,colossal,"In the fifteenth century this colossal ruin was converted into a fortress by the Orsini family ; and of the remains of this fortification a farmhouse and other buildings were constructed , and these now stand on the summit , surrounded by a tolerably-sized oliveyard and garden , with a sloping grass-grown stair leading up to them on the outside .",4
